,event,time,Factory,Provider,T0,Cs,As,Sp
849,True,8.05,0.0,0.0,17.658,-3.049,-0.319,0.956
850,False,73.48,2.0,1.0,24.033,-3.841,1.603,1.039
851,True,99.71000000000001,2.0,1.0,29.446,-3.36,1.399,1.367
852,True,41.92,2.0,0.0,26.245,-4.502,-0.759,0.248
853,True,56.25,2.0,0.0,22.995,-4.458,-0.336,1.037
854,False,17.509999999999998,1.0,1.0,21.056,-1.433,-0.769,1.335
855,True,52.08,0.0,0.0,11.502,-1.203,-0.823,0.764
856,True,151.2,0.0,1.0,8.632,-3.129,-1.985,1.175
857,True,52.39,2.0,1.0,28.131,-7.461,-1.381,1.088
858,True,11.080000000000002,1.0,1.0,19.417,3.465,-0.979,1.24
859,True,72.36,0.0,1.0,14.624,-5.583,-1.174,1.091
860,False,27.15,1.0,1.0,19.387,1.648,1.232,1.307
861,False,40.36,2.0,1.0,28.875,-4.883,-1.538,1.063
862,True,54.41,1.0,1.0,15.86,-2.362,0.972,1.103
863,True,45.98,1.0,1.0,16.23,3.523,-0.855,1.155
864,True,56.17,0.0,0.0,8.976,-7.089,-1.309,0.272
865,False,10.709999999999999,1.0,1.0,15.696,2.322,-1.561,0.845
866,True,12.82,2.0,1.0,19.518,1.191,-0.294,1.379
867,True,1.32,1.0,1.0,22.405,3.876,-0.447,1.274
868,False,27.1,1.0,0.0,15.02,2.521,-0.026,1.141
869,True,20.04,0.0,1.0,20.011,-4.27,1.274,1.295
870,False,12.889999999999999,1.0,0.0,12.138,5.649,0.405,1.157
871,True,80.91,2.0,1.0,26.235,-3.562,-1.048,1.024
872,True,46.97,2.0,1.0,24.605,-6.364,1.563,1.107
873,True,136.75,0.0,1.0,12.285,-6.519,-1.571,1.401
874,True,119.94,0.0,1.0,13.225,-4.458,-1.233,0.958
875,True,23.450000000000003,2.0,0.0,26.036,-4.113,0.465,0.68
876,True,77.03,0.0,0.0,22.062,-7.032,0.814,0.767
877,True,107.06,0.0,1.0,13.434,-6.469,-1.382,0.866
878,False,24.27,1.0,1.0,26.237,4.083,1.537,1.354
879,True,66.79,0.0,1.0,19.861,-2.613,-1.17,1.074
880,True,71.04,2.0,1.0,23.223,-1.813,-0.907,1.244
881,True,99.94,1.0,1.0,18.091,-0.77,-1.338,0.815
882,True,100.24,0.0,1.0,7.976,-0.465,-1.663,1.377
883,True,70.61,2.0,1.0,23.427,-3.033,0.803,1.169
884,True,23.730000000000004,0.0,0.0,14.842,-4.645,0.267,0.305
885,True,17.470000000000002,1.0,0.0,16.862,5.629,0.488,0.339
886,True,43.25,1.0,0.0,21.643,2.863,-0.122,1.019
887,True,159.9,0.0,1.0,11.234,-6.246,-1.287,1.147
888,True,17.96,1.0,0.0,16.858,2.999,-0.273,0.847
889,False,34.14,0.0,1.0,12.656,-4.878,-1.704,1.174
890,True,6.959999999999999,1.0,0.0,17.649,1.671,1.086,0.419
891,True,3.4499999999999997,2.0,1.0,22.71,-2.836,1.917,1.308
892,True,49.089999999999996,1.0,1.0,19.745,2.129,1.067,0.967
893,True,12.32,2.0,0.0,25.226,-5.359,-0.526,1.06
894,True,1.73,0.0,1.0,13.745,-5.979,1.156,1.193
895,True,20.36,1.0,1.0,23.304,3.609,1.36,0.804
896,False,10.58,1.0,1.0,24.864,0.146,-1.764,1.115
897,True,11.92,1.0,1.0,18.2,6.115,0.511,1.273
898,True,15.93,0.0,0.0,15.524,-0.088,0.995,0.494
899,True,42.980000000000004,1.0,1.0,18.55,5.172,1.346,0.942
900,False,75.36,0.0,0.0,14.499,-1.575,0.188,0.909
901,True,22.88,2.0,1.0,24.45,-2.246,1.873,1.047
902,True,183.61999999999998,0.0,1.0,14.57,-3.305,-1.937,0.835
903,True,21.5,1.0,0.0,18.893,4.481,0.01,1.374
904,False,15.16,1.0,0.0,25.762,2.385,0.237,1.224
905,False,39.19,2.0,0.0,28.942,-4.824,0.819,0.701
906,True,64.42999999999999,0.0,1.0,15.553,-6.199,1.824,1.354
907,True,53.4,0.0,0.0,18.357,-0.906,1.297,0.656
908,True,37.0,2.0,0.0,22.83,-6.915,-0.049,1.395
909,True,158.3,2.0,1.0,22.765,-4.885,0.425,1.399
910,False,17.21,2.0,0.0,24.732,-3.688,1.272,0.798
911,True,51.349999999999994,0.0,1.0,14.774,-5.6,-1.392,1.066
912,False,8.299999999999999,1.0,1.0,18.646,4.52,0.976,1.367
913,True,10.760000000000002,1.0,0.0,18.908,1.054,1.499,0.472
914,False,18.97,0.0,0.0,12.126,-1.117,-1.595,0.257
915,True,6.13,1.0,0.0,19.786,2.922,-0.745,0.223
916,True,78.09,2.0,1.0,26.2,-4.088,-0.793,1.203
917,True,31.869999999999997,0.0,1.0,18.494,-3.235,1.377,0.859
918,True,21.28,2.0,0.0,22.357,-2.802,0.398,0.528
919,True,95.78,2.0,1.0,24.937,-2.511,1.636,1.118
920,True,38.11,1.0,1.0,12.734,2.711,0.791,1.372
921,True,76.89,2.0,1.0,28.161,-1.968,-1.299,1.092
922,True,4.41,0.0,0.0,13.132,0.341,0.775,1.057
923,False,11.45,0.0,0.0,15.029,-2.005,-0.038,0.662
924,True,12.52,1.0,0.0,16.18,2.303,-1.149,0.306
925,False,18.73,1.0,1.0,18.969,1.691,-1.552,0.845
926,True,84.91,0.0,0.0,17.82,-2.733,-0.861,0.471
927,True,4.65,0.0,1.0,13.448,-6.468,1.721,1.129
928,True,31.34,2.0,0.0,21.403,-6.68,-0.394,0.68
929,True,72.69999999999999,0.0,1.0,9.3,-4.487,1.786,1.211
930,False,28.119999999999997,0.0,1.0,18.455,-2.963,1.672,1.295
931,True,2.7300000000000004,1.0,0.0,19.778,1.599,-0.077,0.426
932,True,72.59,1.0,0.0,28.374,1.406,-1.162,0.781
933,True,54.31,0.0,0.0,17.515,-5.592,-0.183,1.209
934,True,60.66,2.0,0.0,28.168,-5.346,1.82,0.275
935,False,9.83,0.0,0.0,9.575,-7.561,1.48,0.658
936,True,7.5600000000000005,1.0,0.0,17.424,1.965,-0.604,1.106
937,True,21.12,1.0,0.0,23.325,2.893,-0.347,0.302
938,True,76.21000000000001,0.0,1.0,18.625,-2.857,-1.822,1.19
939,False,10.02,0.0,0.0,15.169,1.264,0.401,1.049
940,True,41.69,1.0,1.0,22.243,2.337,1.349,0.832
941,True,63.3,2.0,1.0,30.337,-5.274,-1.581,1.291
942,True,43.769999999999996,1.0,1.0,16.871,1.755,1.748,1.236
943,True,24.04,1.0,1.0,16.267,4.924,-1.436,1.204
944,True,35.44,1.0,0.0,23.077,3.105,-0.983,0.815
945,True,29.849999999999998,0.0,0.0,11.202,-6.311,1.267,0.655
946,True,97.0,2.0,1.0,25.303,-1.085,1.83,0.914
947,True,73.19,0.0,0.0,12.554,-5.173,-1.549,0.483
948,True,91.07,0.0,1.0,20.943,-2.542,0.873,1.099
949,False,39.0,0.0,1.0,18.95,-5.268,-1.895,0.936
950,True,91.89999999999999,1.0,1.0,14.051,2.446,1.303,0.994
951,False,24.16,1.0,0.0,13.048,-0.952,0.049,0.41
952,True,94.88,2.0,0.0,24.727,-4.495,0.198,0.905
953,True,41.349999999999994,1.0,1.0,14.281,2.395,1.692,0.684
954,True,19.52,1.0,1.0,20.749,4.118,1.551,0.897
955,True,118.14999999999999,0.0,0.0,14.768,-5.005,-1.727,0.058
956,True,2.9699999999999998,2.0,0.0,21.844,-9.411,-0.854,0.927
957,True,94.42999999999999,1.0,0.0,16.13,1.18,-0.576,0.861
958,False,13.049999999999999,1.0,0.0,20.114,3.721,0.314,0.857
959,False,53.37,1.0,1.0,14.773,3.662,-0.925,1.217
960,True,75.87,0.0,1.0,12.036,-6.041,-1.765,0.55
961,True,132.3,1.0,1.0,19.986,0.919,-1.255,1.401
962,True,33.67,1.0,0.0,25.223,-1.098,1.711,0.385
963,True,7.25,1.0,1.0,22.96,6.412,-1.63,1.171
964,True,114.94999999999999,2.0,1.0,25.316,-3.941,1.933,0.453
965,True,123.69,0.0,1.0,19.306,-6.049,-1.83,1.237
966,True,1.19,1.0,1.0,21.269,5.255,-0.473,1.242
967,True,124.08,0.0,1.0,17.712,-3.945,-1.408,1.138
968,True,46.269999999999996,2.0,1.0,26.729,-4.96,-1.94,0.413
969,False,43.96,2.0,1.0,25.002,-2.999,0.578,1.326
970,True,92.33000000000001,1.0,1.0,17.168,2.313,0.459,1.333
971,True,99.28,1.0,1.0,19.165,0.894,-1.359,0.958
972,False,16.02,0.0,0.0,6.134,-3.954,0.436,1.122
973,True,42.96,1.0,1.0,21.475,2.645,-1.975,1.401
974,False,42.44,1.0,0.0,19.828,2.641,0.128,1.331
975,True,64.03999999999999,2.0,0.0,24.317,-5.435,0.577,0.926
976,True,1.92,0.0,0.0,14.678,-3.563,-0.025,0.572
977,True,90.93,2.0,1.0,25.632,-3.904,-1.495,1.228
978,True,173.26,2.0,1.0,25.349,0.467,1.043,1.412
979,True,40.67999999999999,0.0,0.0,22.553,-4.69,-0.809,1.045
980,False,98.2,2.0,1.0,23.502,-4.676,-1.499,1.363
981,False,64.4,1.0,1.0,20.766,-2.322,1.124,1.155
982,True,40.21,2.0,0.0,28.179,-3.463,0.211,0.587
983,True,37.31,2.0,1.0,19.951,-6.381,-1.394,1.163
984,False,10.34,0.0,1.0,16.681,-0.184,1.854,0.883
985,True,23.599999999999998,1.0,1.0,21.55,-0.437,1.766,1.303
986,False,22.759999999999998,1.0,0.0,16.129,1.601,-0.157,1.217
987,False,28.889999999999997,0.0,1.0,13.164,-2.282,-1.981,0.464
988,True,41.21000000000001,0.0,1.0,15.372,-0.453,-1.544,0.942
989,True,24.67,0.0,1.0,10.696,-4.806,0.792,1.138
990,True,171.88,2.0,1.0,29.307,-2.64,1.767,0.94
991,True,96.6,2.0,0.0,27.043,-4.801,-0.808,0.915
992,True,52.220000000000006,2.0,0.0,20.177,-2.684,0.928,0.794
993,True,44.080000000000005,2.0,0.0,21.849,-6.276,-0.498,0.751
994,True,21.880000000000003,0.0,1.0,21.738,-4.46,0.466,1.266
995,True,82.17,0.0,1.0,10.04,-5.009,-1.307,1.225
996,True,21.909999999999997,1.0,1.0,23.064,2.166,-1.889,0.801
997,False,14.34,1.0,0.0,23.521,-4.112,-0.342,1.079
998,True,42.95,0.0,0.0,14.446,-1.453,0.885,0.282
999,True,48.4,0.0,0.0,13.084,-2.257,0.575,0.084
1000,True,22.71,0.0,0.0,21.182,-7.488,1.246,0.309
1001,True,41.13,0.0,0.0,18.534,-8.512,0.093,0.999
1002,True,55.05,0.0,0.0,19.225,-6.43,0.42,0.888
1003,True,24.660000000000004,2.0,0.0,23.545,-0.368,0.309,1.149
1004,True,14.04,1.0,0.0,24.811,2.104,-1.362,0.576
1005,False,19.56,1.0,0.0,18.366,0.349,-0.293,0.963
1006,True,73.89,2.0,1.0,21.951,-4.51,-1.474,1.358
1007,True,39.25,2.0,1.0,24.988,-6.496,-1.899,0.956
1008,True,14.89,1.0,0.0,23.967,3.362,-0.153,0.951
1009,False,19.86,0.0,0.0,13.291,-0.791,-0.101,1.271
1010,True,58.769999999999996,2.0,1.0,24.045,-5.08,-1.859,1.13
1011,True,13.06,1.0,0.0,18.958,5.068,-0.646,0.557
1012,True,138.14,2.0,1.0,24.439,-5.878,1.411,0.774
1013,True,90.31,2.0,1.0,26.603,-5.095,-0.928,1.324
1014,True,16.33,0.0,0.0,18.259,-3.377,1.285,0.694
1015,True,14.15,0.0,1.0,8.066,-0.828,0.286,1.391
1016,True,90.33,0.0,1.0,12.586,-9.003,-1.994,1.191
1017,True,172.41,2.0,1.0,27.995,-4.198,1.116,1.105
1018,True,86.16,1.0,0.0,23.267,3.486,1.077,0.385
1019,True,81.32,0.0,1.0,12.496,-3.264,1.915,0.644
1020,True,54.870000000000005,0.0,1.0,15.742,-3.78,0.408,1.322
1021,True,20.35,2.0,0.0,22.457,-3.248,-0.361,0.943
1022,True,125.09,2.0,1.0,28.468,-4.504,-1.045,1.332
1023,False,6.13,1.0,0.0,25.007,1.07,0.747,0.922
1024,True,104.66,2.0,1.0,30.952,-5.654,1.076,1.291
1025,False,8.37,2.0,1.0,25.777,-2.088,1.899,1.343
1026,True,66.61,2.0,1.0,20.794,-3.471,1.734,0.994
1027,True,85.03,1.0,1.0,22.684,2.357,1.031,1.414
1028,False,84.39999999999999,0.0,0.0,18.534,-4.602,-0.983,0.998
1029,True,59.71,0.0,0.0,18.275,-1.301,0.129,1.241
1030,True,53.3,1.0,0.0,20.423,0.62,-0.425,0.706
1031,True,46.44,2.0,0.0,19.443,-1.215,0.273,0.82
1032,False,15.14,0.0,0.0,13.353,-3.592,1.363,0.105
1033,False,37.06,0.0,0.0,15.761,-1.195,-0.432,1.193
1034,True,4.33,0.0,1.0,14.35,-5.148,1.219,0.924
1035,True,64.15,2.0,0.0,21.005,-10.906,-0.365,0.272
1036,True,42.830000000000005,2.0,1.0,18.209,-0.705,0.661,1.158
1037,True,26.73,2.0,1.0,23.885,-7.876,-1.891,0.854
1038,True,28.39,1.0,0.0,20.686,3.523,0.382,0.231
1039,True,104.96000000000001,2.0,1.0,27.634,-1.075,0.77,1.131
1040,True,48.150000000000006,1.0,0.0,25.744,1.265,-0.046,1.21
1041,True,133.53,2.0,0.0,27.749,-4.858,1.403,0.548
1042,True,87.95,2.0,0.0,23.2,0.128,0.96,0.905
1043,True,54.89,1.0,1.0,24.522,2.943,1.873,0.905
1044,True,12.96,0.0,0.0,13.105,-8.541,0.821,0.733
1045,True,137.10000000000002,0.0,0.0,15.688,-0.24,-0.418,1.038
1046,True,161.76999999999998,2.0,1.0,20.323,-3.711,-0.624,1.339
1047,False,9.89,2.0,0.0,24.326,-4.629,-0.83,1.008
1048,True,16.96,1.0,0.0,15.488,4.651,0.333,0.984
1049,False,22.770000000000003,2.0,0.0,23.756,-1.966,-0.106,1.156
1050,True,17.23,2.0,0.0,26.154,-5.227,-1.078,0.542
1051,True,26.92,1.0,0.0,18.81,-0.072,0.442,0.427
1052,True,53.98,1.0,1.0,26.627,1.61,1.899,0.849
1053,True,2.7700000000000005,1.0,1.0,21.103,0.198,0.96,1.367
1054,False,86.13,0.0,0.0,10.811,-4.079,-0.342,0.761
1055,True,122.05,0.0,1.0,11.206,-3.809,-1.825,1.124
1056,True,103.27,1.0,1.0,18.016,2.907,-1.051,1.125
1057,True,6.9399999999999995,0.0,0.0,13.675,-2.328,1.019,0.379
1058,True,5.430000000000001,1.0,0.0,23.212,5.66,0.671,1.132
1059,True,44.900000000000006,1.0,0.0,21.726,1.102,-1.077,0.834
1060,True,44.370000000000005,1.0,0.0,20.937,-0.71,0.833,0.655
1061,True,16.73,2.0,1.0,27.209,-2.406,-1.883,0.51
1062,True,11.29,0.0,0.0,18.879,-6.241,1.633,0.603
1063,True,85.25,0.0,1.0,18.002,-3.824,-0.671,1.399
1064,True,63.31,2.0,0.0,37.348,-5.13,0.578,0.732
1065,True,111.59,1.0,1.0,25.374,1.137,-1.592,1.073
1066,True,98.85999999999999,2.0,1.0,29.722,-4.689,0.832,1.299
1067,False,37.95,0.0,1.0,14.395,0.038,-1.131,1.241
1068,False,44.989999999999995,0.0,1.0,17.065,-2.66,0.896,1.089
1069,True,59.57,2.0,1.0,25.486,-3.791,-1.296,0.849
1070,True,126.25999999999999,2.0,0.0,24.708,-0.166,1.267,0.398
1071,False,13.580000000000002,0.0,0.0,13.865,-1.773,-1.817,0.38
1072,True,29.42,0.0,0.0,15.422,-5.475,0.736,0.392
1073,True,54.81,1.0,0.0,13.102,1.524,0.29,1.049
1074,True,73.51,2.0,0.0,26.341,-4.539,1.391,0.496
1075,True,82.28999999999999,2.0,1.0,23.243,-6.298,0.853,1.388
1076,True,95.07999999999998,2.0,0.0,22.18,-6.274,-0.287,1.235
1077,False,10.82,2.0,1.0,23.006,-5.66,-1.971,1.366
1078,True,49.18,2.0,0.0,22.715,-1.61,0.361,0.868
1079,True,13.700000000000001,0.0,0.0,13.904,-4.435,-1.007,0.942
1080,True,9.21,2.0,0.0,33.256,-6.907,-0.726,0.957
1081,True,4.0200000000000005,1.0,0.0,23.752,0.68,0.277,1.075
1082,True,59.15,1.0,1.0,18.944,1.328,1.321,1.171
1083,False,17.79,1.0,0.0,21.975,2.227,-0.341,0.561
1084,False,22.810000000000002,1.0,1.0,22.549,1.132,1.705,0.804
1085,True,33.370000000000005,1.0,0.0,14.335,3.29,-1.678,0.411
1086,True,93.58000000000001,2.0,1.0,17.507,-3.025,-0.576,1.396
1087,True,62.42,1.0,1.0,11.77,0.305,-1.945,0.67
1088,False,67.34,2.0,0.0,28.513,-3.05,0.894,0.919
1089,True,13.71,1.0,1.0,19.897,1.19,1.895,1.199
1090,True,67.17,0.0,1.0,16.874,-6.742,1.663,1.387
1091,True,51.46,1.0,0.0,20.688,6.16,0.279,0.906
1092,True,19.35,0.0,0.0,10.631,-1.973,1.396,0.729
1093,False,34.47,2.0,0.0,29.824,-5.834,0.156,1.242
1094,True,17.4,0.0,0.0,10.909,-4.285,0.161,0.726
1095,True,137.73999999999998,2.0,1.0,28.218,-2.073,1.824,0.583
1096,True,160.27,2.0,1.0,24.053,-1.211,1.87,1.359
1097,False,24.67,0.0,0.0,17.949,-5.049,0.601,0.154
1098,True,105.24,2.0,0.0,24.849,-4.622,-0.136,1.25
1099,True,94.29,1.0,1.0,23.402,0.098,-1.887,1.243
1100,True,2.84,1.0,1.0,17.81,1.761,-1.592,1.014
1101,False,9.84,1.0,0.0,23.62,3.073,-0.641,0.743
1102,True,51.14,0.0,0.0,14.629,-6.364,0.415,0.676
1103,False,10.009999999999998,0.0,0.0,13.695,-7.045,0.126,0.762
1104,False,55.67,2.0,1.0,26.579,-6.499,1.764,0.55
1105,True,45.21,0.0,1.0,14.829,-3.163,0.457,1.315
1106,True,17.75,0.0,0.0,13.299,-6.231,1.809,0.335
1107,True,119.36999999999999,1.0,1.0,19.497,1.154,1.205,1.341
1108,True,19.8,2.0,0.0,20.916,-7.744,-0.316,0.986
1109,True,31.89,1.0,1.0,26.619,3.907,-0.932,1.08
1110,True,62.06,2.0,0.0,20.524,-2.466,0.495,0.491
1111,True,65.0,2.0,1.0,24.39,-3.398,-1.958,1.364
1112,True,113.51,2.0,1.0,21.78,-1.261,1.848,1.063
1113,True,13.870000000000001,1.0,0.0,23.503,0.167,-1.835,0.348
1114,True,177.73,2.0,1.0,30.53,-3.955,1.806,1.281
1115,True,25.339999999999996,0.0,0.0,11.224,-0.216,0.339,0.886
1116,True,32.64,1.0,1.0,19.337,-2.948,-0.68,1.262
1117,True,62.36,0.0,0.0,15.145,-7.728,-0.033,1.215
1118,False,42.199999999999996,0.0,0.0,17.212,-4.819,-1.006,0.945
1119,False,20.310000000000002,0.0,0.0,12.141,-7.256,-1.506,0.384
1120,True,40.39,1.0,1.0,21.537,2.901,1.664,0.822
1121,False,61.33,0.0,1.0,12.085,-4.675,-1.71,1.406
1122,False,27.770000000000003,0.0,0.0,10.405,-2.1,-0.895,0.741
1123,True,85.99000000000001,2.0,1.0,24.292,-2.774,1.107,1.367
1124,True,62.67,1.0,0.0,24.705,2.028,-0.45,0.864
1125,False,53.09,1.0,1.0,20.407,3.504,1.98,0.991
1126,False,47.24,0.0,1.0,17.939,0.278,0.545,1.299
1127,True,74.00999999999999,2.0,1.0,25.382,-1.202,-0.707,1.286
1128,True,66.47999999999999,2.0,1.0,21.672,-6.017,-1.196,1.172
1129,True,65.75999999999999,1.0,0.0,24.896,1.718,0.785,0.731
1130,True,52.36,0.0,0.0,14.363,-4.302,0.117,0.414
1131,True,47.04,0.0,0.0,17.699,-4.559,0.856,0.257
1132,False,92.4,2.0,1.0,21.789,-2.336,-1.468,1.046
1133,True,36.29,1.0,1.0,15.634,2.578,-0.375,1.361
1134,True,76.99,1.0,0.0,16.649,-0.517,-0.866,0.973
1135,True,23.97,2.0,0.0,23.49,-2.668,-0.666,0.538
1136,False,68.97,2.0,1.0,22.177,-4.582,1.579,1.138
1137,True,27.94,2.0,0.0,25.053,-6.242,-0.881,0.572
1138,True,99.69,2.0,0.0,25.269,-4.212,-0.183,0.459
1139,True,44.480000000000004,0.0,1.0,16.875,-7.222,1.283,1.302
1140,True,0.79,0.0,0.0,19.633,-4.549,-0.075,0.866
1141,True,83.11999999999999,2.0,0.0,32.912,-2.85,1.204,0.271
1142,True,19.11,0.0,0.0,17.827,-1.603,-0.823,0.743
1143,True,21.509999999999998,0.0,0.0,17.105,-6.834,0.34,1.267
1144,True,33.13,1.0,1.0,22.138,3.216,-1.79,1.281
1145,True,44.88,2.0,1.0,27.884,-8.186,0.138,1.392
1146,True,62.169999999999995,2.0,0.0,22.95,-2.738,-0.621,0.947
1147,True,14.510000000000002,1.0,0.0,24.589,0.085,-0.046,1.386
1148,True,35.96,0.0,0.0,15.253,-2.25,-0.31,0.833
1149,True,7.09,1.0,0.0,20.407,2.099,1.287,0.438
1150,True,11.43,1.0,0.0,21.636,5.536,0.729,1.106
1151,True,85.69000000000001,1.0,0.0,22.477,1.71,0.686,0.557
1152,True,8.35,1.0,0.0,22.281,2.33,-1.501,0.567
1153,True,17.88,1.0,0.0,20.861,2.304,1.59,0.57
1154,False,9.95,0.0,0.0,25.499,-4.733,1.643,0.119
1155,False,2.75,1.0,0.0,17.647,6.68,0.483,1.154
1156,True,3.3800000000000003,1.0,0.0,20.732,2.812,0.258,1.279
1157,False,13.53,2.0,1.0,28.457,-6.0,1.924,1.008
1158,True,38.87,2.0,0.0,23.711,-3.19,0.842,0.143
1159,True,12.52,1.0,0.0,14.997,3.16,-0.085,1.012
1160,True,139.35,1.0,1.0,17.056,-1.39,0.889,1.245
1161,True,47.72,1.0,1.0,20.136,0.388,1.962,1.175
1162,True,76.86,2.0,0.0,28.357,-5.716,0.138,0.549
1163,False,14.44,1.0,0.0,20.001,1.86,-0.854,0.08
1164,True,44.56,0.0,1.0,18.464,-4.298,1.518,0.949
1165,True,35.44,1.0,0.0,13.732,3.175,0.002,1.03
1166,True,2.21,0.0,0.0,14.989,-7.998,-0.651,1.113
1167,True,129.13,2.0,1.0,18.395,-3.95,1.962,0.535
1168,True,48.59,2.0,1.0,17.719,-6.679,0.931,1.268
1169,False,17.21,2.0,1.0,17.184,-1.627,-0.536,1.253
1170,True,127.47,0.0,1.0,14.812,-5.898,-1.662,1.157
1171,True,74.65,2.0,0.0,25.468,-3.12,0.502,0.701
1172,True,83.2,2.0,1.0,24.15,-1.116,1.353,1.32
1173,True,136.64999999999998,0.0,1.0,17.915,-3.966,-1.432,0.981
1174,False,29.91,2.0,1.0,25.517,-1.194,-0.29,1.413
1175,True,77.53,2.0,1.0,27.517,-4.896,-1.721,1.046
1176,True,32.519999999999996,1.0,0.0,22.43,1.14,-0.076,0.997
1177,True,19.89,0.0,1.0,18.647,0.801,1.507,0.838
1178,False,9.8,1.0,1.0,22.623,0.249,1.698,1.378
1179,True,39.08,0.0,0.0,7.069,-0.838,-0.201,1.045
1180,True,48.06,0.0,0.0,13.031,-3.383,-0.833,1.051
1181,False,21.06,1.0,0.0,5.975,4.191,-0.907,0.691
1182,True,80.31,2.0,0.0,23.145,-7.763,-0.086,0.548
1183,True,23.64,1.0,1.0,23.646,2.382,1.984,1.035
1184,True,76.0,2.0,0.0,19.12,-5.424,-0.586,0.974
1185,True,55.42,0.0,1.0,15.393,-6.235,-0.556,1.264
1186,True,70.07,2.0,1.0,30.208,-5.367,-0.561,1.246
1187,True,100.76,0.0,0.0,19.185,-6.071,-0.806,0.716
1188,False,51.02,2.0,1.0,23.192,-4.633,1.778,0.956
1189,False,22.509999999999998,1.0,0.0,12.54,4.014,0.067,1.053
1190,False,57.510000000000005,0.0,0.0,13.449,-5.682,-1.507,0.377
1191,False,40.45,2.0,1.0,31.583,-4.103,-1.527,1.032
1192,True,77.91,1.0,0.0,16.006,-2.868,-1.433,0.744
1193,True,36.29,0.0,1.0,16.884,-5.94,-0.473,1.338
1194,True,0.77,1.0,0.0,17.698,3.588,-0.943,0.332
1195,True,65.92,1.0,1.0,21.029,2.42,1.246,1.124
1196,True,45.410000000000004,0.0,0.0,10.867,-4.055,1.001,0.921
1197,True,22.3,1.0,0.0,19.05,4.471,-0.02,1.12
1198,True,11.35,2.0,0.0,22.183,-5.609,-1.246,0.507
1199,True,16.18,1.0,0.0,20.792,1.545,0.954,0.326
1200,True,5.6499999999999995,1.0,1.0,23.727,3.477,1.547,1.15
1201,False,9.83,1.0,1.0,22.464,3.554,-1.874,0.523
1202,False,54.61,2.0,1.0,26.368,-5.121,0.437,1.359
1203,False,34.51,2.0,1.0,24.183,-3.173,-1.907,0.353
1204,True,0.6,2.0,1.0,25.152,-6.825,-1.181,1.336
1205,True,40.739999999999995,2.0,0.0,19.789,-4.177,0.35,1.044
1206,True,62.88,0.0,1.0,16.068,-4.696,1.099,1.371
1207,False,90.34,1.0,1.0,23.625,2.54,-0.372,1.35
1208,True,77.29,0.0,1.0,15.273,-4.463,-1.009,1.108
1209,False,38.93,1.0,0.0,15.076,1.639,-1.139,0.802
1210,True,32.05,1.0,1.0,16.042,3.34,-0.89,1.36
1211,False,10.04,0.0,1.0,20.459,-3.875,-0.59,1.256
1212,False,41.46,0.0,1.0,16.923,-4.734,-1.276,1.027
1213,True,63.209999999999994,0.0,0.0,17.412,-7.534,-1.755,0.386
1214,True,14.78,2.0,1.0,21.097,-9.455,-1.978,1.114
1215,True,73.43,0.0,1.0,16.334,-5.074,1.802,1.364
1216,True,14.01,1.0,1.0,17.545,0.215,1.735,1.047
1217,True,28.96,1.0,1.0,18.211,2.384,-0.565,1.279
1218,True,16.78,0.0,0.0,15.808,-2.722,-0.815,0.602
1219,True,110.89,2.0,1.0,25.646,-4.399,-1.613,0.792
1220,False,22.62,2.0,0.0,27.657,-1.72,-1.882,0.246
1221,False,16.67,0.0,1.0,8.669,-4.253,0.733,1.134
1222,False,71.99,2.0,1.0,30.94,-4.728,-1.4,1.008
1223,True,44.94,1.0,0.0,25.365,-0.978,0.876,0.488
1224,False,30.12,0.0,0.0,18.56,-3.803,0.339,1.279
1225,True,14.790000000000001,1.0,0.0,22.903,4.164,0.402,0.688
1226,True,62.26,0.0,1.0,16.441,-1.728,1.47,0.865
1227,True,2.17,0.0,0.0,3.312,-2.55,0.306,0.542
1228,True,104.87,2.0,1.0,20.515,-7.489,1.505,0.992
1229,True,67.0,1.0,1.0,25.24,5.082,-1.685,0.997
1230,True,106.35999999999999,0.0,0.0,15.732,-8.009,-0.348,0.597
1231,True,38.660000000000004,1.0,1.0,20.404,1.61,-1.894,1.345
1232,True,92.95,2.0,1.0,22.374,-4.171,1.51,0.704
1233,True,123.52000000000001,1.0,1.0,24.202,-0.542,-1.932,0.699
1234,True,55.47,1.0,1.0,20.8,-0.447,1.915,0.852
1235,True,50.27,2.0,0.0,26.338,-4.505,-1.356,0.397
1236,True,174.69,2.0,1.0,22.411,-6.673,1.867,0.373
1237,True,56.4,2.0,1.0,26.735,-2.714,-1.902,0.692
1238,True,84.16,1.0,1.0,23.187,0.886,-0.915,1.267
1239,True,17.740000000000002,2.0,0.0,27.77,-4.853,-0.388,0.484
1240,True,61.28,2.0,1.0,22.81,-4.23,-1.932,0.486
1241,True,24.26,1.0,0.0,26.513,1.06,0.045,1.084
1242,False,39.61,2.0,0.0,19.782,-1.328,-0.306,0.462
1243,True,70.46000000000001,1.0,1.0,20.245,0.26,0.968,1.26
1244,False,11.559999999999999,1.0,0.0,21.659,3.684,-0.48,0.638
1245,True,76.96,0.0,1.0,10.385,-5.141,0.778,1.352
1246,True,47.64,2.0,0.0,32.859,-4.629,1.203,0.7
1247,True,98.58000000000001,0.0,0.0,19.292,-4.042,0.681,0.337
1248,False,52.18,2.0,0.0,26.349,-3.639,0.809,0.947
